timestamp,LM35_Temp,Humidity,Pressure,eCO2,TVOC,AQI
2025-02-22 23:02:23,18.49,17.465,954.0499999999998,418.0,28.333333333333332,1.0
2025-02-22 23:02:29,19.06,17.37333333333333,953.9633333333335,429.0,35.0,1.0
2025-02-22 23:02:35,18.49,17.381666666666664,953.9033333333333,458.5,50.833333333333336,1.0
2025-02-22 23:02:42,18.083333333333332,17.363333333333333,953.9033333333333,447.1666666666667,45.166666666666664,1.0
2025-02-22 23:03:20,18.49,17.33666666666667,953.8533333333334,443.6666666666667,43.666666666666664,1.0
2025-02-22 23:03:26,18.003333333333334,17.290000000000003,953.8416666666667,451.3333333333333,47.333333333333336,1.0
2025-02-22 23:03:33,18.326666666666668,17.27,953.7333333333332,449.5,46.666666666666664,1.0
2025-02-22 23:03:39,19.384999999999998,17.205000000000002,953.7433333333333,448.0,45.5,1.0
2025-02-22 23:03:45,18.49,17.24666666666667,953.6916666666666,447.5,45.5,1.0
2025-02-22 23:03:51,18.733333333333334,17.211666666666666,953.6666666666666,454.1666666666667,48.666666666666664,1.0
2025-02-22 23:03:57,18.491666666666664,17.178333333333335,953.5766666666667,456.8333333333333,50.0,1.0
2025-02-22 23:04:04,18.408333333333335,17.243333333333332,953.5183333333333,453.0,48.0,1.0
2025-02-22 23:04:10,18.083333333333332,17.226666666666667,953.5300000000001,461.5,52.5,1.0
2025-02-22 23:04:16,18.325,17.201666666666668,953.4566666666668,457.0,50.0,1.0
2025-02-22 23:04:22,18.57166666666667,17.18166666666667,953.4333333333334,445.3333333333333,44.333333333333336,1.0
2025-02-22 23:04:29,17.919999999999998,17.145,953.4383333333334,461.5,51.833333333333336,1.0
2025-02-22 23:04:35,18.408333333333335,17.173333333333332,953.3883333333333,456.0,49.5,1.0
2025-02-22 23:04:41,18.406666666666666,17.115,953.3849999999999,451.6666666666667,47.666666666666664,1.0
2025-02-22 23:04:47,18.651666666666667,17.14333333333333,953.3816666666667,443.3333333333333,43.333333333333336,1.0
2025-02-22 23:04:53,18.73333333333333,17.126666666666665,953.3566666666667,436.8333333333333,40.333333333333336,1.0
2025-02-22 23:05:00,18.083333333333332,17.206666666666667,953.3466666666668,452.5,47.833333333333336,1.0
2025-02-22 23:05:06,18.164999999999996,17.236666666666668,953.3716666666666,454.5,48.833333333333336,1.0
2025-02-22 23:05:12,18.571666666666662,17.139999999999997,953.3666666666668,447.5,45.5,1.0
2025-02-22 23:05:18,18.083333333333332,17.18,953.3516666666668,446.8333333333333,45.0,1.0
2025-02-22 23:05:25,18.243333333333332,17.213333333333335,953.3616666666667,453.3333333333333,48.166666666666664,1.0
2025-02-22 23:05:31,18.16333333333333,17.126666666666665,953.3433333333332,451.1666666666667,47.166666666666664,1.0
2025-02-22 23:05:37,18.003333333333334,17.12,953.3416666666666,459.3333333333333,51.166666666666664,1.0
2025-02-22 23:05:43,18.083333333333332,17.14,953.3333333333335,451.8333333333333,47.666666666666664,1.0
2025-02-22 23:05:49,18.328333333333333,17.26,953.3316666666666,448.5,45.833333333333336,1.0
2025-02-22 23:05:56,18.651666666666667,17.278333333333332,953.31,445.1666666666667,44.166666666666664,1.0
2025-02-22 23:06:02,17.67833333333333,17.30666666666667,953.2816666666666,436.0,39.833333333333336,1.0
2025-02-22 23:06:08,18.001666666666665,17.325,953.25,431.0,37.666666666666664,1.0
2025-02-22 23:06:14,18.246666666666666,17.331666666666667,953.2416666666664,442.1666666666667,42.666666666666664,1.0
2025-02-22 23:06:21,18.651666666666667,17.28833333333333,953.2449999999999,428.6666666666667,36.666666666666664,1.0
2025-02-22 23:06:27,18.001666666666665,17.283333333333335,953.2466666666666,425.3333333333333,35.0,1.0
2025-02-22 23:06:33,18.571666666666665,17.215,953.2416666666668,429.8333333333333,37.0,1.0
2025-02-22 23:06:39,18.083333333333332,17.225,953.2433333333333,428.0,36.5,1.0
2025-02-22 23:06:45,18.083333333333332,17.23,953.2166666666667,435.3333333333333,40.0,1.0
2025-02-22 23:06:52,18.165,17.095000000000002,953.2283333333334,445.1666666666667,44.166666666666664,1.0
2025-02-22 23:06:58,18.49,17.096666666666668,953.2183333333332,440.5,42.333333333333336,1.0
2025-02-22 23:07:04,18.326666666666668,17.131666666666668,953.2616666666667,438.6666666666667,41.166666666666664,1.0
2025-02-22 23:07:10,18.326666666666664,17.271666666666665,953.2166666666666,427.1666666666667,35.833333333333336,1.0
2025-02-22 23:07:17,17.921666666666663,17.165,953.2033333333334,433.3333333333333,38.833333333333336,1.0
2025-02-22 23:07:23,17.838333333333335,17.151666666666667,953.1983333333334,438.3333333333333,41.0,1.0
2025-02-22 23:07:29,17.921666666666667,17.158333333333335,953.1933333333333,438.1666666666667,41.0,1.0
2025-02-22 23:07:35,18.003333333333334,17.208333333333332,953.1866666666666,439.3333333333333,41.666666666666664,1.0
2025-02-22 23:07:41,18.161666666666665,17.221666666666668,953.1566666666668,434.6666666666667,39.0,1.0
2025-02-22 23:07:48,18.16333333333333,17.206666666666663,953.1666666666666,414.0,30.0,1.0
2025-02-22 23:07:54,18.165000000000003,17.198333333333334,953.1833333333334,431.5,38.166666666666664,1.0
2025-02-22 23:08:00,18.244999999999997,17.183333333333334,953.1366666666667,434.1666666666667,39.166666666666664,1.0
2025-02-22 23:08:06,17.921666666666667,17.155,953.1266666666667,436.3333333333333,40.166666666666664,1.0
2025-02-22 23:08:13,17.758333333333333,17.151666666666667,953.1600000000002,433.8333333333333,39.0,1.0
2025-02-22 23:08:19,18.00333333333333,17.13,953.1466666666666,439.1666666666667,41.5,1.0
2025-02-22 23:08:25,18.163333333333334,17.213333333333335,953.15,432.6666666666667,38.333333333333336,1.0
2025-02-22 23:08:31,18.245,17.228333333333335,953.1616666666667,429.8333333333333,37.0,1.0
2025-02-22 23:08:37,17.84,17.201666666666668,953.185,444.3333333333333,44.166666666666664,1.0
2025-02-22 23:08:44,18.49,17.1,953.1750000000002,432.8333333333333,38.5,1.0
2025-02-22 23:08:50,18.083333333333332,17.035,953.1766666666667,427.1666666666667,36.0,1.0
2025-02-22 23:08:56,17.921666666666667,16.983333333333334,953.1666666666666,438.3333333333333,41.166666666666664,1.0
2025-02-22 23:09:02,17.433333333333334,17.013333333333332,953.1550000000001,432.5,38.5,1.0
2025-02-22 23:09:09,18.083333333333332,17.00166666666667,953.1833333333334,425.5,35.0,1.0
2025-02-22 23:09:15,18.00333333333333,16.988333333333333,953.1999999999999,440.5,42.166666666666664,1.0
2025-02-22 23:09:21,18.0,17.066666666666666,953.19,431.1666666666667,37.833333333333336,1.0
