timestamp,reactor_temp,cpu_temp,ambient_temp,humidity,pressure,rotation.x,rotation.y,rotation.z,dial1,dial2,temperature,heater_output,dummy_output_slider,dummy_output_selector,pid.temp_control.setpoint,pid.temp_control.pv,pid.temp_control.output,pid.temp_control.error
2026-02-10 19:15:59.217,32.144463886153446,58.4,20.772933151650406,57.099016401719126,974.7615570033234,1.705187473612262,1.7576380932060756,5.554408311641476,93.6658055480665,99.47644586057406,21.660896340846932,46.38518287104909,25.0,0.0,50.0,32.144463886153446,46.38518287104909,17.855536113846554
2026-02-10 19:16:00.217,37.81990513063486,57.85,29.27237378840516,35.0188241488311,1041.370969222944,3.649390305871911,5.736114770712609,1.4349821179892617,22.903054743925587,99.8464965474623,28.66553842398443,33.807779840991486,25.0,0.0,50.0,37.81990513063486,33.807779840991486,12.180094869365142
2026-02-10 19:16:01.217,41.570525281721544,57.85,22.855436163543832,49.883824863763444,1025.0234054389143,3.8096108454261706,1.2302413974842803,1.090883026791988,39.99426638383293,80.00128846243088,23.96192994098303,25.490530541856955,25.0,0.0,50.0,41.570525281721544,25.490530541856955,8.429474718278456
2026-02-10 19:16:02.217,44.053794155419894,57.85,20.055298680976914,43.91907197689844,1018.4625269608039,1.3035588558880244,3.875144999299462,1.5772549974191847,92.62052597902404,34.22346532227809,27.966945291915888,20.021057425792655,25.0,0.0,50.0,44.053794155419894,20.021057425792655,5.946205844580106
2026-02-10 19:16:03.217,45.597798044583634,57.3,21.14628053252477,40.47665860630353,991.1679917253467,6.005585035081284,6.071838866204475,4.903277831856956,48.218368875300186,47.30387202445463,20.080549462740134,16.71661202028799,25.0,0.0,50.0,45.597798044583634,16.71661202028799,4.402201955416366
2026-02-10 19:16:04.217,46.73043585031737,56.75,29.216042322869416,53.75589720629719,951.5892633445931,0.8557609609330599,5.384747587917805,0.46803021379389054,99.24398911310102,10.544119824453613,26.109118702838856,14.297288092546218,25.0,0.0,50.0,46.73043585031737,14.297288092546218,3.2695641496826298
2026-02-10 19:16:05.217,47.68510139625083,56.2,27.222724511566426,54.941790061478784,1022.0603115901148,1.7511782580161037,5.370023898010854,3.377840846931372,35.163380235327644,54.1923355763683,29.939777581726048,12.199354743572215,25.0,0.0,50.0,47.68510139625083,12.199354743572215,2.314898603749171
2026-02-10 19:16:06.217,48.35610934559559,57.3,28.346909089590334,34.51537137408876,1031.0160267304461,1.2520629061055575,4.601425586050077,3.442981035361423,97.68042455856633,26.051692969216333,24.31097839626418,10.719749899645453,25.0,0.0,50.0,48.35610934559559,10.719749899645453,1.6438906544044087
2026-02-10 19:16:07.217,48.908292411916264,56.75,28.971363746628207,52.891609854239384,1017.3250463494122,3.039343261048144,5.877061532644429,5.122069618543198,51.7626706049389,66.62825814702418,25.958948258308116,9.4604835639044,25.0,0.0,50.0,48.908292411916264,9.4604835639044,1.091707588083736
2026-02-10 19:16:08.217,49.234103129380024,56.75,26.077571177959168,58.98819633458238,995.0816408855662,4.494816557967988,3.6188790721422097,0.952404364566409,80.75693204789931,49.07147018638146,26.30640355725309,8.742431453792694,25.0,0.0,50.0,49.234103129380024,8.742431453792694,0.7658968706199758
2026-02-10 19:16:09.217,49.39115954366144,55.65,25.568432327772726,33.77099436053468,972.2987681221695,1.365052524439086,5.083209543389166,3.1318788176186474,89.6936546389122,84.66366959769303,23.508281470455792,8.404558945685203,25.0,0.0,50.0,49.39115954366144,8.404558945685203,0.6088404563385623
