timestamp,reactor_temp,cpu_temp,ambient_temp,humidity,pressure,rotation.x,rotation.y,rotation.z,dial1,dial2,temperature,heater_output,pid.temp_control.setpoint,pid.temp_control.pv,pid.temp_control.output,pid.temp_control.error
2026-02-07 22:17:42.736,140.27102048638744,49.6,26.91155886857695,41.20142834439016,981.9291491782698,1.332739483786505,2.780393020144698,4.282829159040675,10.567898123054508,17.991968005565294,24.077222900991835,42.646373004689146,150.0,140.27102048638744,42.646373004689146,9.728979513612558
2026-02-07 22:17:43.736,140.77525496790852,49.05,22.15837567357138,44.6798249101706,965.5486232030867,3.402680293905366,3.3396511183759117,4.895454090851042,21.578392248465526,82.93106399577076,21.991257252896666,42.313017467010994,150.0,140.77525496790852,42.313017467010994,9.224745032091477
2026-02-07 22:17:44.736,141.18327477407266,49.6,25.455985783633146,69.2068018573904,960.0826061718382,6.2234899832186565,3.06623263328013,4.862895151005564,55.33137934481866,67.79201861215908,26.473857439514664,42.21593837143436,150.0,141.18327477407266,42.21593837143436,8.816725225927343
2026-02-07 22:17:45.736,141.57041334546113,49.6,27.079501706488973,39.31970660547793,1008.2771746171098,4.231028443533485,2.0179530958335055,4.4263234381180006,92.25764501715778,79.74501984395542,24.206701787184222,42.08791429471272,150.0,141.57041334546113,42.08791429471272,8.429586654538866
2026-02-07 22:17:46.736,141.8845328173669,49.05,26.854957167930067,49.142735949714904,988.9442919439902,4.460840376201247,4.31373807615591,4.36973463773361,62.96665161690257,4.057268348971799,27.92998683846727,42.143356764338535,150.0,141.8845328173669,42.143356764338535,8.115467182633097
2026-02-07 22:17:47.736,142.452778799243,49.6,26.85203681631617,36.484750297213694,958.9196952116159,0.8845907096124844,4.774068131697253,5.8385477150849585,26.571668659297863,53.1337910870026,25.181737384479348,41.52646750358565,150.0,142.452778799243,41.52646750358565,7.547221200757008
2026-02-07 22:17:48.736,142.86117771293257,49.05,28.88486475225062,37.9355031867229,973.7727748257444,4.8973282218152265,0.4776613106636975,0.6339415118298194,93.5712051207669,16.480745465432413,28.07026262536167,41.229496017006156,150.0,142.86117771293257,41.229496017006156,7.138822287067427
2026-02-07 22:17:49.736,143.11211004591559,50.15,21.863060912578533,48.0860699932534,981.7066200622663,3.8011030215460138,1.3405160800611093,4.962689283711912,3.414543906606482,86.53006546960854,26.626472814353114,41.32529107664609,150.0,143.11211004591559,41.32529107664609,6.8878899540844145
2026-02-07 22:17:50.736,143.40662506094367,49.6,20.74663716521373,65.9684025766638,1008.2424367546628,2.7348840134927253,3.646067060258018,2.75127547807429,42.54765805837246,13.77499324940854,21.407007339529162,41.26248234482871,150.0,143.40662506094367,41.26248234482871,6.593374939056332
2026-02-07 22:17:51.736,143.54677202900683,49.6,21.421457583683654,56.155573311164666,985.1694417519085,4.974519406954702,6.14428539104872,4.732531310068219,78.4525879504489,41.89860573027939,20.6715154702684,41.57984520770587,150.0,143.54677202900683,41.57984520770587,6.453227970993169
2026-02-07 22:17:52.736,143.78521610455368,49.6,24.33920317398947,65.48825045454441,965.3828116850004,2.8233993071099506,0.6410500821021431,1.8359074829127084,53.889613139632445,54.264478516577995,21.98276160130439,41.58312741737625,150.0,143.78521610455368,41.58312741737625,6.214783895446317
2026-02-07 22:17:53.736,144.26313320194063,49.05,23.82626313156981,68.21386829816106,987.4438874476474,3.658853390935007,5.232723311054252,0.1424492008564607,28.43811156393563,45.532322709908904,22.096640451748325,40.95361399697546,150.0,144.26313320194063,40.95361399697546,5.736866798059367
2026-02-07 22:17:54.736,144.459135538119,50.15,25.287385747122634,43.164583844333464,982.7486404079085,1.323776392197907,2.829744936780951,2.783022704372696,3.803619528061708,88.74681937724812,29.503362127540008,41.09893812186726,150.0,144.459135538119,41.09893812186726,5.540864461881
2026-02-07 22:17:55.736,144.62595175374463,49.05,24.362765510919566,45.4667064144736,969.7440409271468,6.046356482662462,1.8665015674521055,5.873599459297961,71.9679271430013,78.7746761360865,20.462105194536232,41.203646223717044,150.0,144.62595175374463,41.203646223717044,5.37404824625537
2026-02-07 22:17:56.736,144.9581796367646,49.05,22.960205378021445,40.69442104538502,969.9419524012603,3.8369689934823263,0.23200339467739928,4.956004640886502,26.346506673308745,67.29683328963742,22.205764462170606,40.90028469066334,150.0,144.9581796367646,40.90028469066334,5.041820363235388
2026-02-07 22:17:57.736,145.18957841632226,49.05,27.39191557761244,47.62073674240834,991.3737575815148,1.6727281539917793,3.2531949448347057,1.8975045466631864,54.071467629972794,56.21206596667342,21.42219098517617,40.82934853515849,150.0,145.18957841632226,40.82934853515849,4.810421583677737
2026-02-07 22:17:58.736,145.15498224839789,49.05,27.109622318500392,44.88178418068562,1026.4709834399368,1.1946442802624166,3.2690287476983806,2.792653465109731,88.55350246939868,27.62435764793496,23.195541192545296,41.36519497212517,150.0,145.15498224839789,41.36519497212517,4.845017751602114
2026-02-07 22:17:59.736,145.43274958768419,49.6,27.104558577297198,53.552275997373386,993.0157115263132,4.023321671963451,0.8591351584899355,3.7960092675369714,22.385005748648346,70.89247833318389,29.272662665666104,41.129903298022704,150.0,145.43274958768419,41.129903298022704,4.567250412315815
2026-02-07 22:18:00.736,145.69313046959752,49.05,26.442601176352426,45.663978185867876,1017.9934262173458,3.567637911415881,5.577975597788726,5.706255526489304,84.42198105628295,72.91695323709165,22.92242000436231,40.93885542032092,150.0,145.69313046959752,40.93885542032092,4.30686953040248
2026-02-07 22:18:01.736,146.08266188147343,49.05,29.70366317362747,58.07302671751466,988.3546633049783,0.9745179438951848,3.2362264485214935,2.9319081156565963,8.192979341417361,94.72856998099881,25.181155507651113,40.358386554417635,150.0,146.08266188147343,40.358386554417635,3.9173381185265725
