timestamp,rotation_x,rotation_y,rotation_z,dial1,dial2,status,temperature,cpu_temp,ambient_temp,humidity,pressure,slider1,slider2,slider3,selector2,selector1,selector3,input2,input3,file_name,append
2026-02-03 00:15:10,1.8643432375260447,0.7047418369732388,2.6276116113610297,10.445379627296902,67.77411412124789,OK,25.208670501499128,49.6,22.055826948678945,68.39845659360809,1010.5061669367433,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:10,3.752161866319815,0.6729007793950362,2.996890529212305,88.42307513386571,67.29084405000742,OK,21.92308839899461,48.5,24.853950500002675,67.16697835592626,958.4736550510266,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:10,2.687481154609312,0.704917639000215,2.328212469081204,70.31387422890302,27.344074126084916,OK,23.609464514851926,49.6,22.464050584791973,47.564399788924256,1039.0758880520716,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:10,4.536003506174537,5.245987744770187,5.621765025080032,49.47476983567133,96.68912917391732,OK,24.381847444116403,49.6,27.12514047249166,67.10159193098542,1043.3547642703545,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:10,5.413625577375802,2.923212311061385,1.1662385652804004,1.6797936175120487,11.549900792535883,OK,29.25733286556188,49.6,26.919779104538932,57.676423737694904,1032.616876713373,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:10,2.2740780245609193,3.9252832482773843,6.246979766299479,41.54336144262387,45.52502367175584,OK,24.619120781403634,49.05,24.747994458266504,31.295542493371915,976.1290974912192,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:10,1.0707138543096824,2.8447197098872086,5.582500807707289,58.194533535817726,34.29961346747745,OK,20.97309258206233,49.05,29.602401763495898,60.60910768644076,996.4162010819443,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:10,2.6365735935539245,5.906117129003851,0.013053431144939008,92.34057247559625,75.912175452522,OK,22.889707926052484,49.05,22.172681244902133,52.88022750929122,987.4234741245252,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:10,0.24415561201578234,2.7728198020436436,4.3731620570786625,90.42113497699144,41.33326987772047,OK,28.52998453509919,49.05,28.930766052534175,45.912133669651325,1042.6627649862096,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:11,2.949443285889277,1.3985276713826353,4.522454700031453,45.164568762381705,39.28983597752024,OK,27.879964213370187,49.6,24.764571861327934,62.82425464153594,990.5749011841735,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:11,2.3486301376685796,0.5654962493522482,3.483449900172661,15.612683391424486,85.81689441276085,OK,29.20519949135688,49.6,23.80688091463123,31.190251708356733,951.7364110173658,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:11,4.735149538092024,5.407686416602705,2.081995512790533,72.94768678131149,68.7653887828896,OK,26.788681922352634,49.6,20.429399274378998,36.60749314571558,955.1519594882288,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:11,1.0676059438960515,1.309863201147441,4.796335691067271,17.03878102017009,35.82145270108129,OK,20.693783439363926,49.6,29.80775097186518,62.80786847244753,1008.0209036591854,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:11,5.73875489131968,1.8895250569557265,0.3355912407794101,27.574275763477008,8.669355042273974,OK,27.771790029021354,49.05,27.490461400334738,53.70151191408421,981.9191763572128,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:11,2.7921668639570973,0.9216227363491224,4.6853264115391635,58.21667513286026,32.53294684910583,OK,24.9517221021537,49.05,26.85799739836436,35.51462388414328,973.4283278682551,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:11,3.7316520778293025,5.494783930778924,1.4155669928116736,19.791693183771198,37.21713605893356,OK,28.46559898294666,49.6,26.353098957500357,40.97154257060845,991.0319272577914,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:11,0.6791954567375577,5.932472240348363,2.0111158682639343,39.37006140552717,9.602774848564067,OK,22.366502211513367,49.6,20.97166333445755,32.748020418604476,987.237911100764,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:11,3.128911652762688,1.153151039139438,4.549308226599302,24.50483605338536,57.37184119570564,OK,26.468444352624747,49.05,25.00920553612196,34.82934964009299,991.225804738161,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:11,5.192181971118228,6.191679072720825,3.8269594880079065,68.37612957874236,83.59555325557136,OK,23.87351024971219,49.05,25.17316565745986,37.10482926777011,967.0310492105874,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:12,0.38345279994658776,2.655640128451635,1.8029541209417834,79.3034594635102,19.52983375303855,OK,23.27448112596891,49.6,21.594587724570857,47.01862180819849,1024.7143480614725,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:12,5.904971723270878,4.054958736523023,0.1163862142382493,94.21015057673637,65.14831851781248,OK,21.346571609027226,49.05,29.360595353050535,53.74957089241916,1013.8749031231332,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:12,5.642831262417192,3.8047968122226368,1.3637142277863499,53.28785161875975,13.98443778414814,OK,22.92314333288761,48.5,29.985125179131607,37.19253620602498,1044.825609618842,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:12,4.04426571493128,0.4315556781722067,1.5468127089588712,81.0996774536194,11.033487235138107,OK,25.661007901876165,50.15,21.732388406691,49.725420510009975,1008.658564639348,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:12,6.057547200470957,2.7812945601426655,0.912138989535874,26.57678311173236,83.92916716933419,OK,23.359554341847367,49.6,22.472306096685585,58.11950185445686,969.5120294536257,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:12,5.2311485170819205,1.1115418633335357,6.132985483789821,26.79904616051385,26.814118606907478,OK,25.908627869836955,49.6,26.684510634329207,46.902794235329566,998.1987175131609,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:12,1.656246847102128,1.8832567511235259,4.632939375762195,26.248524303664645,72.55539624457096,OK,29.716761474359334,49.05,21.005258155455298,45.0609609854794,987.4187139259527,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:12,0.5913036999556418,1.213291172759118,0.6824799361172252,62.93130994635493,59.71559178037581,OK,24.741405805813606,49.05,29.7666698006891,45.10827005572605,973.4822450052283,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:12,5.5763432299629,2.57087066958982,5.733335602054557,72.70351639867998,42.50403040571571,OK,23.88148209505738,48.5,29.60272771979406,39.887940072330544,999.7401519734989,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:12,3.9984453040135577,5.19811500273155,5.226158332065321,80.95739137989464,62.33282515616564,OK,26.734131343618863,49.05,23.6051995613691,34.874340727217216,1042.7354883168832,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:13,5.192276647992242,3.7432146725249367,4.8974323758276945,8.117451063045166,47.81589366336758,OK,23.763684189102722,49.05,20.247970943707816,32.01224466355004,1043.2356531879404,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:13,2.4814447348879876,2.3374201076240326,0.9841601306573404,66.37512009147238,98.20775349204064,OK,22.36437278386832,49.05,24.611521068112797,44.76229769644866,1017.5194035448868,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
2026-02-03 00:15:13,0.6622586525486546,1.2046565611771345,0.3640255285505102,36.623350440178314,44.59161135938607,OK,23.83325564121201,50.15,20.288408984823803,35.564014602245784,972.5349306233754,50.00,50.00,50.00,option3,option2,option1,2,2,junk12.csv,False
